Region	Month	For-Sale Property Type	Average Monthly Rent	Average Rent YoY	Monthly mortgage, 5% down	Monthly mortgage, 5% down YoY	Monthly mortgage, 20% down	Monthly mortgage, 20% down YoY	Median sale price	Median sale price YoY
Tampa, FL	March 2021	Townhouse	$1,701		$1,012		$852		$250,000	21.1%
Tampa, FL	April 2021	All Residential	$1,766		$1,170		$986		$290,000	16.5%
Tampa, FL	April 2021	Condo/Co-op	$1,766		$735		$619		$182,000	19.5%
Tampa, FL	April 2021	Multi-Family (2-4 Unit)	$1,766		$1,255		$1,057		$310,950	25.2%
Tampa, FL	April 2021	Single Family Residential	$1,766		$1,251		$1,054		$310,000	19.2%
Tampa, FL	April 2021	Townhouse	$1,766		$1,029		$867		$255,000	24.4%
Tampa, FL	May 2021	All Residential	$1,788		$1,195		$1,006		$299,900	20.0%
Tampa, FL	May 2021	Condo/Co-op	$1,788		$731		$616		$183,550	16.9%
Tampa, FL	May 2021	Multi-Family (2-4 Unit)	$1,788		$1,295		$1,091		$325,000	43.8%
Tampa, FL	May 2021	Single Family Residential	$1,788		$1,271		$1,070		$319,000	22.2%
Tampa, FL	May 2021	Townhouse	$1,788		$1,020		$859		$256,000	20.5%
Tampa, FL	June 2021	All Residential	$1,859		$1,238		$1,043		$310,000	21.6%
Tampa, FL	June 2021	Condo/Co-op	$1,859		$779		$656		$195,000	18.2%
Tampa, FL	June 2021	Multi-Family (2-4 Unit)	$1,859		$1,498		$1,262		$375,000	73.3%
Tampa, FL	June 2021	Single Family Residential	$1,859		$1,306		$1,100		$327,000	22.5%
Tampa, FL	June 2021	Townhouse	$1,859		$1,027		$865		$256,990	19.8%
Tampa, FL	July 2021	All Residential	$1,984		$1,221		$1,028		$310,000	19.2%
Tampa, FL	July 2021	Condo/Co-op	$1,984		$729		$614		$185,000	15.6%
Tampa, FL	July 2021	Multi-Family (2-4 Unit)	$1,984		$1,339		$1,128		$340,000	32.0%
Tampa, FL	July 2021	Single Family Residential	$1,984		$1,308		$1,101		$332,000	20.7%
Tampa, FL	July 2021	Townhouse	$1,984		$991		$834		$251,500	17.8%
Tampa, FL	August 2021	All Residential	$2,076		$1,236		$1,041		$315,000	19.4%
Tampa, FL	August 2021	Condo/Co-op	$2,076		$745		$627		$189,900	18.7%
Tampa, FL	August 2021	Multi-Family (2-4 Unit)	$2,076		$1,363		$1,148		$347,500	24.1%
Tampa, FL	August 2021	Single Family Residential	$2,076		$1,314		$1,107		$335,000	19.6%
Tampa, FL	August 2021	Townhouse	$2,076		$1,001		$843		$255,000	18.6%
Tampa, FL	September 2021	All Residential	$2,089		$1,265		$1,066		$320,000	20.3%
Tampa, FL	September 2021	Condo/Co-op	$2,089		$759		$639		$192,000	17.8%
Tampa, FL	September 2021	Multi-Family (2-4 Unit)	$2,089		$1,206		$1,016		$305,000	29.8%
Tampa, FL	September 2021	Single Family Residential	$2,089		$1,358		$1,144		$343,530	22.7%
Tampa, FL	September 2021	Townhouse	$2,089		$1,012		$852		$255,995	11.3%
Tampa, FL	October 2021	All Residential	$2,059		$1,301		$1,096		$322,000	21.5%
Tampa, FL	October 2021	Condo/Co-op	$2,059		$768		$647		$190,000	11.8%
Tampa, FL	October 2021	Multi-Family (2-4 Unit)	$2,059		$1,279		$1,077		$316,500	24.1%
Tampa, FL	October 2021	Single Family Residential	$2,059		$1,388		$1,169		$343,475	22.6%
Tampa, FL	October 2021	Townhouse	$2,059		$1,091		$919		$269,990	20.9%
Tampa, FL	November 2021	All Residential	$2,065		$1,345		$1,133		$332,800	23.3%
Tampa, FL	November 2021	Condo/Co-op	$2,065		$841		$708		$208,000	26.1%
Tampa, FL	November 2021	Multi-Family (2-4 Unit)	$2,065		$1,443		$1,215		$356,950	29.8%
Tampa, FL	November 2021	Single Family Residential	$2,065		$1,414		$1,191		$350,000	22.6%
Tampa, FL	November 2021	Townhouse	$2,065		$1,082		$911		$267,675	16.4%
Tampa, FL	December 2021	All Residential	$2,076		$1,379		$1,161		$339,995	25.0%
Tampa, FL	December 2021	Condo/Co-op	$2,076		$868		$731		$214,000	29.7%
Tampa, FL	December 2021	Multi-Family (2-4 Unit)	$2,076		$1,521		$1,281		$375,000	41.6%
Tampa, FL	December 2021	Single Family Residential	$2,076		$1,454		$1,225		$358,500	24.7%
Tampa, FL	December 2021	Townhouse	$2,076		$1,185		$997		$291,990	27.0%
Tampa, FL	January 2022	All Residential	$2,120		$1,441		$1,214		$340,000	25.9%
Tampa, FL	January 2022	Condo/Co-op	$2,120		$861		$725		$203,000	19.4%
Tampa, FL	January 2022	Multi-Family (2-4 Unit)	$2,120		$1,513		$1,275		$357,000	24.4%
Tampa, FL	January 2022	Single Family Residential	$2,120		$1,529		$1,288		$360,750	27.0%
Tampa, FL	January 2022	Townhouse	$2,120		$1,229		$1,035		$289,990	23.9%
Tampa, FL	February 2022	All Residential	$2,102	25.1%	$1,551	44.3%	$1,306	44.3%	$352,000	28.0%
Tampa, FL	February 2022	Condo/Co-op	$2,102	25.1%	$965	49.6%	$812	49.6%	$219,000	32.7%
Tampa, FL	February 2022	Multi-Family (2-4 Unit)	$2,102	25.1%	$1,652	52.3%	$1,391	52.3%	$375,000	35.1%
Tampa, FL	February 2022	Single Family Residential	$2,102	25.1%	$1,652	44.7%	$1,391	44.7%	$375,000	28.4%
Tampa, FL	February 2022	Townhouse	$2,102	25.1%	$1,334	38.1%	$1,123	38.1%	$302,745	22.6%
Tampa, FL	March 2022	All Residential	$2,138	25.7%	$1,680	47.5%	$1,415	47.5%	$363,000	28.9%
Tampa, FL	March 2022	Condo/Co-op	$2,138	25.7%	$1,046	42.1%	$881	42.1%	$226,000	24.2%
Tampa, FL	March 2022	Multi-Family (2-4 Unit)	$2,138	25.7%	$1,944	70.4%	$1,637	70.4%	$420,000	48.9%
Tampa, FL	March 2022	Single Family Residential	$2,138	25.7%	$1,778	46.4%	$1,497	46.4%	$383,990	28.0%
Tampa, FL	March 2022	Townhouse	$2,138	25.7%	$1,447	43.0%	$1,218	43.0%	$312,500	25.0%
Tampa, FL	April 2022	All Residential	$2,183	23.6%	$1,883	60.8%	$1,585	60.8%	$370,000	27.6%
Tampa, FL	April 2022	Condo/Co-op	$2,183	23.6%	$1,267	72.5%	$1,067	72.5%	$249,000	36.8%
Tampa, FL	April 2022	Multi-Family (2-4 Unit)	$2,183	23.6%	$2,198	75.1%	$1,851	75.1%	$432,000	38.9%
Tampa, FL	April 2022	Single Family Residential	$2,183	23.6%	$2,035	62.7%	$1,714	62.7%	$400,000	29.0%
Tampa, FL	April 2022	Townhouse	$2,183	23.6%	$1,590	54.5%	$1,339	54.5%	$312,490	22.5%
Tampa, FL	May 2022	All Residential	$2,188	22.4%	$2,002	67.5%	$1,686	67.5%	$382,444	27.5%
Tampa, FL	May 2022	Condo/Co-op	$2,188	22.4%	$1,280	75.0%	$1,078	75.0%	$244,500	33.2%
Tampa, FL	May 2022	Multi-Family (2-4 Unit)	$2,188	22.4%	$1,937	49.5%	$1,631	49.5%	$370,000	13.8%
Tampa, FL	May 2022	Single Family Residential	$2,188	22.4%	$2,125	67.2%	$1,790	67.2%	$406,000	27.3%
Tampa, FL	May 2022	Townhouse	$2,188	22.4%	$1,727	69.3%	$1,455	69.3%	$329,990	28.9%
Tampa, FL	June 2022	All Residential	$2,203	18.5%	$2,114	70.7%	$1,780	70.7%	$391,000	26.1%
Tampa, FL	June 2022	Condo/Co-op	$2,203	18.5%	$1,346	72.8%	$1,134	72.8%	$249,000	27.7%
Tampa, FL	June 2022	Multi-Family (2-4 Unit)	$2,203	18.5%	$2,273	51.7%	$1,914	51.7%	$420,500	12.1%
Tampa, FL	June 2022	Single Family Residential	$2,203	18.5%	$2,216	69.7%	$1,866	69.7%	$410,000	25.4%
Tampa, FL	June 2022	Townhouse	$2,203	18.5%	$1,814	76.7%	$1,527	76.7%	$335,500	30.5%
Virginia Beach, VA	February 2021	All Residential	$1,428		$1,016		$856		$260,000	8.4%
Virginia Beach, VA	February 2021	Condo/Co-op	$1,428		$834		$703		$213,500	6.2%
Virginia Beach, VA	February 2021	Multi-Family (2-4 Unit)	$1,428		$664		$560		$170,000	12.6%
Virginia Beach, VA	February 2021	Single Family Residential	$1,428		$1,104		$930		$282,500	9.7%
Virginia Beach, VA	February 2021	Townhouse	$1,428		$856		$721		$219,000	15.6%
Virginia Beach, VA	March 2021	All Residential	$1,439		$1,095		$922		$270,500	8.2%
Virginia Beach, VA	March 2021	Condo/Co-op	$1,439		$925		$779		$228,650	4.9%
Virginia Beach, VA	March 2021	Multi-Family (2-4 Unit)	$1,439		$890		$750		$220,000	20.6%
Virginia Beach, VA	March 2021	Single Family Residential	$1,439		$1,202		$1,012		$297,000	12.1%
Virginia Beach, VA	March 2021	Townhouse	$1,439		$901		$758		$222,575	6.5%
Virginia Beach, VA	April 2021	All Residential	$1,448		$1,142		$962		$282,950	10.9%
Virginia Beach, VA	April 2021	Condo/Co-op	$1,448		$928		$782		$230,000	9.7%
Virginia Beach, VA	April 2021	Multi-Family (2-4 Unit)	$1,448		$803		$676		$199,000	-10.0%
Virginia Beach, VA	April 2021	Single Family Residential	$1,448		$1,239		$1,043		$307,000	11.2%
Virginia Beach, VA	April 2021	Townhouse	$1,448		$908		$765		$225,000	12.5%
Virginia Beach, VA	May 2021	All Residential	$1,472		$1,148		$966		$288,000	8.7%
Virginia Beach, VA	May 2021	Condo/Co-op	$1,472		$920		$775		$231,000	6.5%
Virginia Beach, VA	May 2021	Multi-Family (2-4 Unit)	$1,472		$837		$705		$210,000	4.7%
Virginia Beach, VA	May 2021	Single Family Residential	$1,472		$1,254		$1,056		$314,630	10.4%
Virginia Beach, VA	May 2021	Townhouse	$1,472		$905		$762		$227,000	9.7%
Virginia Beach, VA	June 2021	All Residential	$1,521		$1,182		$995		$295,882	13.8%
Virginia Beach, VA	June 2021	Condo/Co-op	$1,521		$919		$774		$230,000	4.5%
Virginia Beach, VA	June 2021	Multi-Family (2-4 Unit)	$1,521		$899		$757		$225,000	45.2%
Virginia Beach, VA	June 2021	Single Family Residential	$1,521		$1,298		$1,093		$325,000	16.0%
Virginia Beach, VA	June 2021	Townhouse	$1,521		$899		$757		$225,000	6.3%
Virginia Beach, VA	July 2021	All Residential	$1,563		$1,150		$969		$292,000	6.2%
Virginia Beach, VA	July 2021	Condo/Co-op	$1,563		$906		$763		$230,000	3.1%
Virginia Beach, VA	July 2021	Multi-Family (2-4 Unit)	$1,563		$1,004		$846		$255,000	27.6%
Virginia Beach, VA	July 2021	Single Family Residential	$1,563		$1,260		$1,061		$320,000	8.1%
Virginia Beach, VA	July 2021	Townhouse	$1,563		$886		$746		$225,000	4.2%
Virginia Beach, VA	August 2021	All Residential	$1,640		$1,158		$976		$295,250	8.9%
Virginia Beach, VA	August 2021	Condo/Co-op	$1,640		$895		$753		$228,000	2.0%
Virginia Beach, VA	August 2021	Multi-Family (2-4 Unit)	$1,640		$873		$735		$222,500	17.1%
Virginia Beach, VA	August 2021	Single Family Residential	$1,640		$1,256		$1,057		$320,000	8.5%
Virginia Beach, VA	August 2021	Townhouse	$1,640		$883		$743		$225,000	2.7%
Virginia Beach, VA	September 2021	All Residential	$1,639		$1,133		$954		$286,491	4.2%
Virginia Beach, VA	September 2021	Condo/Co-op	$1,639		$909		$766		$230,000	6.0%
Virginia Beach, VA	September 2021	Multi-Family (2-4 Unit)	$1,639		$888		$748		$224,500	-4.9%
Virginia Beach, VA	September 2021	Single Family Residential	$1,639		$1,245		$1,049		$314,900	6.7%
Virginia Beach, VA	September 2021	Townhouse	$1,639		$901		$759		$227,888	3.6%
Virginia Beach, VA	October 2021	All Residential	$1,640		$1,157		$974		$286,300	6.0%
Virginia Beach, VA	October 2021	Condo/Co-op	$1,640		$925		$779		$229,000	4.1%
Virginia Beach, VA	October 2021	Multi-Family (2-4 Unit)	$1,640		$1,031		$868		$255,000	30.8%
Virginia Beach, VA	October 2021	Single Family Residential	$1,640		$1,253		$1,055		$310,000	6.1%
Virginia Beach, VA	October 2021	Townhouse	$1,640		$954		$803		$236,000	9.8%
Virginia Beach, VA	November 2021	All Residential	$1,663		$1,162		$978		$287,500	4.5%
Virginia Beach, VA	November 2021	Condo/Co-op	$1,663		$923		$778		$228,500	1.6%
Virginia Beach, VA	November 2021	Multi-Family (2-4 Unit)	$1,663		$926		$780		$229,125	1.2%
Virginia Beach, VA	November 2021	Single Family Residential	$1,663		$1,293		$1,089		$320,000	7.5%
Virginia Beach, VA	November 2021	Townhouse	$1,663		$899		$757		$222,450	2.0%
Virginia Beach, VA	December 2021	All Residential	$1,681		$1,176		$991		$290,000	7.4%
Virginia Beach, VA	December 2021	Condo/Co-op	$1,681		$953		$803		$235,000	9.3%
Virginia Beach, VA	December 2021	Multi-Family (2-4 Unit)	$1,681		$953		$803		$235,000	8.3%
Virginia Beach, VA	December 2021	Single Family Residential	$1,681		$1,262		$1,062		$311,000	7.2%
Virginia Beach, VA	December 2021	Townhouse	$1,681		$933		$786		$229,950	4.3%
Virginia Beach, VA	January 2022	All Residential	$1,669		$1,208		$1,017		$285,000	7.6%
Virginia Beach, VA	January 2022	Condo/Co-op	$1,669		$996		$839		$235,000	6.8%
Virginia Beach, VA	January 2022	Multi-Family (2-4 Unit)	$1,669		$956		$805		$225,500	21.9%
Virginia Beach, VA	January 2022	Single Family Residential	$1,669		$1,311		$1,104		$309,250	6.7%
Virginia Beach, VA	January 2022	Townhouse	$1,669		$996		$839		$235,000	10.6%
Virginia Beach, VA	February 2022	All Residential	$1,659	16.2%	$1,277	25.7%	$1,075	25.7%	$289,900	11.5%
Virginia Beach, VA	February 2022	Condo/Co-op	$1,659	16.2%	$1,089	30.5%	$917	30.5%	$247,250	15.8%
Virginia Beach, VA	February 2022	Multi-Family (2-4 Unit)	$1,659	16.2%	$1,046	57.5%	$881	57.5%	$237,500	39.7%
Virginia Beach, VA	February 2022	Single Family Residential	$1,659	16.2%	$1,344	21.7%	$1,131	21.7%	$305,000	8.0%
Virginia Beach, VA	February 2022	Townhouse	$1,659	16.2%	$1,079	26.1%	$909	26.1%	$245,000	11.9%
Virginia Beach, VA	March 2022	All Residential	$1,693	17.7%	$1,389	26.9%	$1,169	26.9%	$300,000	10.9%
Virginia Beach, VA	March 2022	Condo/Co-op	$1,693	17.7%	$1,157	25.1%	$975	25.1%	$250,000	9.3%
Virginia Beach, VA	March 2022	Multi-Family (2-4 Unit)	$1,693	17.7%	$1,278	43.5%	$1,076	43.5%	$276,000	25.5%
Virginia Beach, VA	March 2022	Single Family Residential	$1,693	17.7%	$1,504	25.2%	$1,267	25.2%	$325,000	9.4%
Virginia Beach, VA	March 2022	Townhouse	$1,693	17.7%	$1,139	26.4%	$959	26.4%	$246,000	10.5%
Virginia Beach, VA	April 2022	All Residential	$1,692	16.9%	$1,603	40.3%	$1,350	40.3%	$315,000	11.3%
Virginia Beach, VA	April 2022	Condo/Co-op	$1,692	16.9%	$1,323	42.5%	$1,114	42.5%	$260,000	13.0%
Virginia Beach, VA	April 2022	Multi-Family (2-4 Unit)	$1,692	16.9%	$1,348	67.9%	$1,135	67.9%	$265,000	33.2%
Virginia Beach, VA	April 2022	Single Family Residential	$1,692	16.9%	$1,727	39.4%	$1,455	39.4%	$339,500	10.6%
Virginia Beach, VA	April 2022	Townhouse	$1,692	16.9%	$1,247	37.3%	$1,050	37.3%	$245,000	8.9%
Virginia Beach, VA	May 2022	All Residential	$1,670	13.5%	$1,701	48.2%	$1,433	48.2%	$325,000	12.8%
Virginia Beach, VA	May 2022	Condo/Co-op	$1,670	13.5%	$1,387	50.7%	$1,168	50.7%	$265,000	14.7%
Virginia Beach, VA	May 2022	Multi-Family (2-4 Unit)	$1,670	13.5%	$1,439	72.0%	$1,212	72.0%	$275,000	31.0%
Virginia Beach, VA	May 2022	Single Family Residential	$1,670	13.5%	$1,832	46.1%	$1,543	46.1%	$350,000	11.2%
Virginia Beach, VA	May 2022	Townhouse	$1,670	13.5%	$1,319	45.8%	$1,111	45.8%	$252,000	11.0%
Virginia Beach, VA	June 2022	All Residential	$1,696	11.5%	$1,757	48.6%	$1,480	48.6%	$325,000	9.8%
Virginia Beach, VA	June 2022	Condo/Co-op	$1,696	11.5%	$1,297	41.2%	$1,093	41.2%	$240,000	4.3%
Virginia Beach, VA	June 2022	Multi-Family (2-4 Unit)	$1,696	11.5%	$1,379	53.4%	$1,161	53.4%	$255,000	13.3%
Virginia Beach, VA	June 2022	Single Family Residential	$1,696	11.5%	$1,903	46.6%	$1,602	46.6%	$352,000	8.3%
Virginia Beach, VA	June 2022	Townhouse	$1,696	11.5%	$1,406	56.4%	$1,184	56.4%	$260,000	15.6%
Warren, MI	February 2021	All Residential	$1,442		$883		$744		$226,000	7.6%
Warren, MI	February 2021	Condo/Co-op	$1,442		$672		$566		$172,000	7.3%
Warren, MI	February 2021	Multi-Family (2-4 Unit)	$1,442		$625		$526		$159,900	90.9%
Warren, MI	February 2021	Single Family Residential	$1,442		$969		$816		$248,000	7.8%
Warren, MI	February 2021	Townhouse	$1,442		$762		$642		$195,009	-48.2%
Warren, MI	March 2021	All Residential	$1,484		$983		$828		$243,000	10.5%
Warren, MI	March 2021	Condo/Co-op	$1,484		$728		$613		$180,000	7.9%
Warren, MI	March 2021	Multi-Family (2-4 Unit)	$1,484		$1,052		$886		$260,000	82.5%
Warren, MI	March 2021	Single Family Residential	$1,484		$1,072		$903		$265,000	11.3%
Warren, MI	March 2021	Townhouse	$1,484		$1,338		$1,126		$330,568	2.9%
Warren, MI	April 2021	All Residential	$1,465		$1,031		$868		$255,525	12.6%
Warren, MI	April 2021	Condo/Co-op	$1,465		$766		$645		$189,900	15.1%
Warren, MI	April 2021	Multi-Family (2-4 Unit)	$1,465		$585		$493		$145,000	11.6%
Warren, MI	April 2021	Single Family Residential	$1,465		$1,150		$969		$285,000	17.3%
Warren, MI	May 2021	All Residential	$1,473		$1,076		$906		$270,000	22.7%
Warren, MI	May 2021	Condo/Co-op	$1,473		$765		$644		$192,000	16.4%
Warren, MI	May 2021	Multi-Family (2-4 Unit)	$1,473		$508		$428		$127,450	72.2%
Warren, MI	May 2021	Single Family Residential	$1,473		$1,187		$1,000		$298,000	23.7%
Warren, MI	May 2021	Townhouse	$1,473		$1,307		$1,100		$327,955	
Warren, MI	June 2021	All Residential	$1,474		$1,115		$939		$279,000	18.7%
Warren, MI	June 2021	Condo/Co-op	$1,474		$800		$674		$200,250	17.8%
Warren, MI	June 2021	Multi-Family (2-4 Unit)	$1,474		$668		$562		$167,200	3.2%
Warren, MI	June 2021	Single Family Residential	$1,474		$1,218		$1,026		$305,000	22.0%
Warren, MI	June 2021	Townhouse	$1,474		$1,350		$1,137		$338,000	40.3%
Warren, MI	July 2021	All Residential	$1,522		$1,083		$912		$275,000	12.2%
Warren, MI	July 2021	Condo/Co-op	$1,522		$788		$663		$200,000	16.3%
Warren, MI	July 2021	Multi-Family (2-4 Unit)	$1,522		$654		$551		$166,050	7.1%
Warren, MI	July 2021	Single Family Residential	$1,522		$1,182		$995		$300,000	13.1%
Warren, MI	July 2021	Townhouse	$1,522		$1,624		$1,368		$412,415	
Warren, MI	August 2021	All Residential	$1,508		$1,059		$892		$270,000	10.2%
Warren, MI	August 2021	Condo/Co-op	$1,508		$784		$661		$199,900	11.7%
Warren, MI	August 2021	Multi-Family (2-4 Unit)	$1,508		$981		$826		$250,000	53.6%
Warren, MI	August 2021	Single Family Residential	$1,508		$1,157		$975		$295,000	11.3%
Warren, MI	August 2021	Townhouse	$1,508		$1,699		$1,431		$432,940	
Warren, MI	September 2021	All Residential	$1,480		$1,068		$899		$270,000	9.8%
Warren, MI	September 2021	Condo/Co-op	$1,480		$751		$633		$190,000	5.6%
Warren, MI	September 2021	Multi-Family (2-4 Unit)	$1,480		$801		$674		$202,500	55.8%
Warren, MI	September 2021	Single Family Residential	$1,480		$1,163		$979		$294,000	10.9%
Warren, MI	September 2021	Townhouse	$1,480		$1,779		$1,498		$449,793	121.9%
Warren, MI	October 2021	All Residential	$1,533		$1,071		$901		$264,900	9.5%
Warren, MI	October 2021	Condo/Co-op	$1,533		$816		$687		$202,000	16.8%
Warren, MI	October 2021	Multi-Family (2-4 Unit)	$1,533		$909		$766		$225,000	61.3%
Warren, MI	October 2021	Single Family Residential	$1,533		$1,140		$960		$282,000	6.4%
Warren, MI	October 2021	Townhouse	$1,533		$1,821		$1,534		$450,618	19.8%
Warren, MI	November 2021	All Residential	$1,577		$1,051		$885		$260,000	8.3%
Warren, MI	November 2021	Condo/Co-op	$1,577		$788		$664		$195,000	9.8%
Warren, MI	November 2021	Multi-Family (2-4 Unit)	$1,577		$675		$568		$167,000	24.2%
Warren, MI	November 2021	Single Family Residential	$1,577		$1,144		$964		$283,125	8.9%
Warren, MI	November 2021	Townhouse	$1,577		$1,822		$1,534		$450,895	71.2%
Warren, MI	December 2021	All Residential	$1,552		$1,034		$871		$255,000	6.3%
Warren, MI	December 2021	Condo/Co-op	$1,552		$791		$666		$195,000	10.2%
Warren, MI	December 2021	Multi-Family (2-4 Unit)	$1,552		$594		$500		$146,500	-1.7%
Warren, MI	December 2021	Single Family Residential	$1,552		$1,116		$939		$275,000	7.8%
Warren, MI	December 2021	Townhouse	$1,552		$1,135		$956		$279,863	-19.9%
Warren, MI	January 2022	All Residential	$1,580		$1,028		$866		$242,500	6.4%
Warren, MI	January 2022	Condo/Co-op	$1,580		$869		$732		$205,000	19.9%
Warren, MI	January 2022	Multi-Family (2-4 Unit)	$1,580		$544		$458		$128,333	-28.5%
Warren, MI	January 2022	Single Family Residential	$1,580		$1,102		$928		$260,000	4.0%
Warren, MI	February 2022	All Residential	$1,560	8.2%	$1,101	24.7%	$927	24.7%	$250,000	10.6%
Warren, MI	February 2022	Condo/Co-op	$1,560	8.2%	$903	34.3%	$760	34.3%	$204,942	19.2%
Warren, MI	February 2022	Multi-Family (2-4 Unit)	$1,560	8.2%	$628	0.4%	$529	0.4%	$142,500	-10.9%
Warren, MI	February 2022	Single Family Residential	$1,560	8.2%	$1,189	22.7%	$1,002	22.7%	$270,000	8.9%
Warren, MI	March 2022	All Residential	$1,606	8.2%	$1,217	23.8%	$1,025	23.8%	$263,000	8.2%
Warren, MI	March 2022	Condo/Co-op	$1,606	8.2%	$972	33.5%	$819	33.5%	$210,000	16.7%
Warren, MI	March 2022	Multi-Family (2-4 Unit)	$1,606	8.2%	$972	-7.6%	$819	-7.6%	$210,000	-19.2%
Warren, MI	March 2022	Single Family Residential	$1,606	8.2%	$1,296	20.9%	$1,091	20.9%	$280,000	5.7%
Warren, MI	April 2022	All Residential	$1,654	12.9%	$1,425	38.1%	$1,200	38.1%	$280,000	9.6%
Warren, MI	April 2022	Condo/Co-op	$1,654	12.9%	$1,150	50.0%	$968	50.0%	$226,000	19.0%
Warren, MI	April 2022	Multi-Family (2-4 Unit)	$1,654	12.9%	$814	39.1%	$686	39.1%	$160,000	10.3%
Warren, MI	April 2022	Single Family Residential	$1,654	12.9%	$1,532	33.1%	$1,290	33.1%	$301,000	5.6%
Warren, MI	April 2022	Townhouse	$1,654		$1,530		$1,288		$300,625	
Warren, MI	May 2022	All Residential	$1,674	13.6%	$1,528	42.1%	$1,287	42.1%	$292,000	8.1%
Warren, MI	May 2022	Condo/Co-op	$1,674	13.6%	$1,183	54.6%	$996	54.6%	$226,000	17.7%
Warren, MI	May 2022	Multi-Family (2-4 Unit)	$1,674	13.6%	$942	85.5%	$793	85.5%	$180,000	41.2%
Warren, MI	May 2022	Single Family Residential	$1,674	13.6%	$1,649	38.8%	$1,388	38.8%	$315,000	5.7%
Warren, MI	June 2022	All Residential	$1,658	12.5%	$1,649	47.9%	$1,388	47.9%	$305,000	9.3%
Warren, MI	June 2022	Condo/Co-op	$1,658	12.5%	$1,243	55.4%	$1,047	55.4%	$230,000	14.9%
Warren, MI	June 2022	Multi-Family (2-4 Unit)	$1,658	12.5%	$1,797	169.1%	$1,514	169.1%	$332,500	98.9%
Warren, MI	June 2022	Single Family Residential	$1,658	12.5%	$1,757	44.2%	$1,480	44.2%	$325,000	6.6%
Washington, DC	February 2021	All Residential	$2,299		$1,757		$1,480		$449,543	7.5%
Washington, DC	February 2021	Condo/Co-op	$2,299		$1,242		$1,046		$317,750	-9.5%
Washington, DC	February 2021	Multi-Family (2-4 Unit)	$2,299		$2,984		$2,513		$763,500	13.5%
Washington, DC	February 2021	Single Family Residential	$2,299		$2,013		$1,695		$515,000	14.4%
Washington, DC	February 2021	Townhouse	$2,299		$1,731		$1,458		$443,000	10.1%
Washington, DC	March 2021	All Residential	$2,318		$1,942		$1,636		$480,000	9.7%
Washington, DC	March 2021	Condo/Co-op	$2,318		$1,428		$1,202		$352,800	0.2%
Washington, DC	March 2021	Multi-Family (2-4 Unit)	$2,318		$2,996		$2,523		$740,375	5.9%
Washington, DC	March 2021	Single Family Residential	$2,318		$2,199		$1,852		$543,500	12.9%
Washington, DC	March 2021	Townhouse	$2,318		$1,902		$1,602		$470,000	10.9%
Washington, DC	April 2021	All Residential	$2,370		$2,038		$1,716		$505,000	12.9%
Washington, DC	April 2021	Condo/Co-op	$2,370		$1,491		$1,256		$369,500	10.3%
Washington, DC	April 2021	Multi-Family (2-4 Unit)	$2,370		$3,330		$2,804		$825,000	-13.6%
Washington, DC	April 2021	Single Family Residential	$2,370		$2,321		$1,954		$575,000	16.2%
Washington, DC	April 2021	Townhouse	$2,370		$1,957		$1,648		$485,000	13.2%
Washington, DC	May 2021	All Residential	$2,383		$2,048		$1,725		$514,021	16.8%
Washington, DC	May 2021	Condo/Co-op	$2,383		$1,452		$1,223		$364,450	4.2%
Washington, DC	May 2021	Multi-Family (2-4 Unit)	$2,383		$2,989		$2,517		$750,000	0.3%
Washington, DC	May 2021	Single Family Residential	$2,383		$2,391		$2,013		$600,000	22.4%
Washington, DC	May 2021	Townhouse	$2,383		$1,933		$1,627		$485,000	15.5%
Washington, DC	June 2021	All Residential	$2,462		$2,077		$1,749		$520,000	18.2%
